# timestamp,component_id,job_id,app_id,fs_name,llite,dirty_pages_hits,dirty_pages_misses,read_bytes.sum,write_bytes.sum,brw_read.sum,brw_write.sum,ioctl,open,close,mmap,page_fault,page_mkwrite,seek,fsync,readdir,setattr,truncate,flock,getattr,create,link,unlink,symlink,mkdir,rmdir,mknod,rename,statfs,alloc_inode,setxattr,getxattr,getxattr_hits,listxattr,removexattr,inode_permission,time_job_comp,time_comp_job,job_comp_time,job_time_comp,comp_time_job,comp_job_time
1662655319,4400238,10714288,0,fs1,fs1-ffff809f52097000,0,0,2.25283E+11,2.88201E+11,0,0,65840,884467,884467,34232,8517324,19517,22717474,12482,3338,433,62038,0,1345022,0,0,6522,180,1237,51,54662,1897,16399,114242,0,28877,15656,0,0,13633235,09:00:A5:06:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:6E:24:43:00:00:00:00:00,09:00:A5:06:00:00:57:1B:1A:63:05:00:6E:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:6E:24:43:00:00:00:00:00:09:00:A5:06:00:00:57:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:A5:06:00:00:57:1B:1A:63:05:00:6E:24:43:00:00:00:00:00,05:00:6E:24:43:00:00:00:00:00:09:00:A5:06:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:6E:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:A5:06:00:00:57:1B:1A:63
1662655319,4400241,10714288,0,fs1,fs1-ffff809ee6d80000,0,0,73881041953,1.41243E+11,0,0,5929,35753,35753,100,45487,9254,325969,702,228,59,2845,0,40588,0,0,43,92,29,0,1185,14,16772,2428,0,5510,3831,0,0,503847,09:00:BA:06:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:71:24:43:00:00:00:00:00,09:00:BA:06:00:00:57:1B:1A:63:05:00:71:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:71:24:43:00:00:00:00:00:09:00:BA:06:00:00:57:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:BA:06:00:00:57:1B:1A:63:05:00:71:24:43:00:00:00:00:00,05:00:71:24:43:00:00:00:00:00:09:00:BA:06:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:71:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:BA:06:00:00:57:1B:1A:63
1662655319,4400027,10714288,0,fs1,fs1-ffff809eca9a2000,0,0,73005917717,1.05823E+11,0,0,43591,152201,152201,2800,2032468,265005,5466181,20981,1784,2214,26790,0,154447,0,0,695,285,673,0,11473,265,14075,21964,0,39878,36181,0,0,2165342,09:00:D5:06:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:9B:23:43:00:00:00:00:00,09:00:D5:06:00:00:57:1B:1A:63:05:00:9B:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:9B:23:43:00:00:00:00:00:09:00:D5:06:00:00:57:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:D5:06:00:00:57:1B:1A:63:05:00:9B:23:43:00:00:00:00:00,05:00:9B:23:43:00:00:00:00:00:09:00:D5:06:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:9B:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:D5:06:00:00:57:1B:1A:63
1662655319,4400048,10714288,0,fs1,fs1-ffff809ee7529000,0,0,59282195044,1.26445E+11,0,0,953,26956,26956,170,81799,10694,108755,2745,336,78,4098,0,35044,0,0,61,70,91,0,948,16,15897,2347,0,5687,4006,0,0,1831336,09:00:44:07:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:B0:23:43:00:00:00:00:00,09:00:44:07:00:00:57:1B:1A:63:05:00:B0:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:B0:23:43:00:00:00:00:00:09:00:44:07:00:00:57:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:44:07:00:00:57:1B:1A:63:05:00:B0:23:43:00:00:00:00:00,05:00:B0:23:43:00:00:00:00:00:09:00:44:07:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:44:07:00:00:57:1B:1A:63
1662655319,4400239,10714288,0,fs1,fs1-ffff809f5deb8800,0,0,1.05084E+11,2.53264E+11,0,0,369,60131,60131,114,72654,10746,150641,699,106,8,2419,0,83259,0,0,40,28,27,0,542,3,53734,1301,0,21116,17400,0,0,1428915,09:00:92:07:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:6F:24:43:00:00:00:00:00,09:00:92:07:00:00:57:1B:1A:63:05:00:6F:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:6F:24:43:00:00:00:00:00:09:00:92:07:00:00:57:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:92:07:00:00:57:1B:1A:63:05:00:6F:24:43:00:00:00:00:00,05:00:6F:24:43:00:00:00:00:00:09:00:92:07:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:6F:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:92:07:00:00:57:1B:1A:63
1662655319,4400051,10714288,0,fs1,fs1-ffff809ee3aa3800,0,0,2.22465E+11,9.63251E+11,0,0,19047,177911,177911,7134,2784673,68094,6041890,19746,1242,376,14207,0,187213,0,0,1296,200,575,0,20496,555,50496,40212,78,20561,14524,81,0,2206365,09:00:97:07:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:B3:23:43:00:00:00:00:00,09:00:97:07:00:00:57:1B:1A:63:05:00:B3:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:B3:23:43:00:00:00:00:00:09:00:97:07:00:00:57:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:97:07:00:00:57:1B:1A:63:05:00:B3:23:43:00:00:00:00:00,05:00:B3:23:43:00:00:00:00:00:09:00:97:07:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:B3:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:97:07:00:00:57:1B:1A:63
1662655319,4400047,10714288,0,fs1,fs1-ffff809f50e85000,0,0,60458550671,1.20622E+11,0,0,1164,31599,31599,162,99767,9415,115784,714,216,22,4784,0,43761,0,0,46,47,65,0,936,11,15393,2087,1,10754,8795,1,0,1819484,09:00:D8:07:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:AF:23:43:00:00:00:00:00,09:00:D8:07:00:00:57:1B:1A:63:05:00:AF:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:AF:23:43:00:00:00:00:00:09:00:D8:07:00:00:57:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:D8:07:00:00:57:1B:1A:63:05:00:AF:23:43:00:00:00:00:00,05:00:AF:23:43:00:00:00:00:00:09:00:D8:07:00:00:57:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:AF:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:D8:07:00:00:57:1B:1A:63
1662655320,4400047,10714288,0,fs1,fs1-ffff809f50e85000,0,0,60458550671,1.20622E+11,0,0,1164,31599,31599,162,99767,9415,115784,714,216,22,4784,0,43761,0,0,46,47,65,0,936,11,15393,2087,1,10754,8795,1,0,1819484,09:00:9A:04:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:AF:23:43:00:00:00:00:00,09:00:9A:04:00:00:58:1B:1A:63:05:00:AF:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:AF:23:43:00:00:00:00:00:09:00:9A:04:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:9A:04:00:00:58:1B:1A:63:05:00:AF:23:43:00:00:00:00:00,05:00:AF:23:43:00:00:00:00:00:09:00:9A:04:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:AF:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:9A:04:00:00:58:1B:1A:63
1662655320,4400243,10714288,0,fs1,fs1-ffff809f528e9000,0,0,59762278687,1.95332E+11,0,0,483,58501,58501,82,14073,10148,86021,726,174,12,1863,0,82132,0,0,37,44,14,0,447,10,53569,1270,0,19692,16251,0,0,1393979,09:00:23:05:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:73:24:43:00:00:00:00:00,09:00:23:05:00:00:58:1B:1A:63:05:00:73:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:73:24:43:00:00:00:00:00:09:00:23:05:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:23:05:00:00:58:1B:1A:63:05:00:73:24:43:00:00:00:00:00,05:00:73:24:43:00:00:00:00:00:09:00:23:05:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:73:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:23:05:00:00:58:1B:1A:63
1662655320,4400240,10714288,0,fs1,fs1-ffff809f5b4f0000,0,0,58706272471,1.96088E+11,0,0,731,61755,61755,100,41971,10549,109131,705,214,22,2035,0,84695,0,0,123,51,30,0,692,12,53542,1590,0,19544,16065,0,0,1451936,09:00:EC:05:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:70:24:43:00:00:00:00:00,09:00:EC:05:00:00:58:1B:1A:63:05:00:70:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:70:24:43:00:00:00:00:00:09:00:EC:05:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:EC:05:00:00:58:1B:1A:63:05:00:70:24:43:00:00:00:00:00,05:00:70:24:43:00:00:00:00:00:09:00:EC:05:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:70:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:EC:05:00:00:58:1B:1A:63
1662655320,4400052,10714288,0,fs1,fs1-ffff808f5bf3a800,0,0,4.6099E+11,6.58926E+11,0,0,56810,401605,401605,20441,6264929,59826,18694369,20632,3110,4620,38149,0,340176,0,0,3958,145,1164,0,51887,1448,19724,102919,1636,22511,9690,1844,0,4415061,09:00:20:06:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:B4:23:43:00:00:00:00:00,09:00:20:06:00:00:58:1B:1A:63:05:00:B4:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:B4:23:43:00:00:00:00:00:09:00:20:06:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:20:06:00:00:58:1B:1A:63:05:00:B4:23:43:00:00:00:00:00,05:00:B4:23:43:00:00:00:00:00:09:00:20:06:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:B4:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:20:06:00:00:58:1B:1A:63
1662655320,4400242,10714288,0,fs1,fs1-ffff809f58117000,0,0,73996670349,1.41404E+11,0,0,94,29333,29333,112,81782,9796,125544,660,40,2,2896,0,25734,0,0,50,0,4,0,679,0,16974,1487,0,5553,3905,0,0,450252,09:00:35:06:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:72:24:43:00:00:00:00:00,09:00:35:06:00:00:58:1B:1A:63:05:00:72:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:72:24:43:00:00:00:00:00:09:00:35:06:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:35:06:00:00:58:1B:1A:63:05:00:72:24:43:00:00:00:00:00,05:00:72:24:43:00:00:00:00:00:09:00:35:06:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:72:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:35:06:00:00:58:1B:1A:63
1662655320,4400050,10714288,0,fs1,fs1-ffff809ee22c8000,0,0,83752894746,1.314E+11,0,0,9175,105237,105237,3152,1187173,0,4083731,3758,484,189,8282,0,93733,0,0,884,119,84,0,7574,278,20127,15516,47,8281,4855,49,0,2496106,09:00:55:06:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:B2:23:43:00:00:00:00:00,09:00:55:06:00:00:58:1B:1A:63:05:00:B2:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:B2:23:43:00:00:00:00:00:09:00:55:06:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:55:06:00:00:58:1B:1A:63:05:00:B2:23:43:00:00:00:00:00,05:00:B2:23:43:00:00:00:00:00:09:00:55:06:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:B2:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:55:06:00:00:58:1B:1A:63
1662655320,4400026,10714288,0,fs1,fs1-ffff809eebba4000,0,0,1.67689E+11,2.44037E+11,0,0,68833,160160,160158,1228,1242012,296399,2723726,20035,1134,143,40154,0,143749,0,0,160,307,574,0,15350,117,15013,20785,1,57852,55113,1,0,1565247,09:00:7E:06:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:9A:23:43:00:00:00:00:00,09:00:7E:06:00:00:58:1B:1A:63:05:00:9A:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:9A:23:43:00:00:00:00:00:09:00:7E:06:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:7E:06:00:00:58:1B:1A:63:05:00:9A:23:43:00:00:00:00:00,05:00:9A:23:43:00:00:00:00:00:09:00:7E:06:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:9A:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:7E:06:00:00:58:1B:1A:63
1662655320,4400244,10714288,0,fs1,fs1-ffff809ee23a1800,0,0,1.06062E+11,2.49185E+11,0,0,145,57918,57918,82,15544,9580,146691,682,56,3,1819,0,77591,0,0,33,14,5,0,384,1,53670,928,0,19476,16060,0,0,1369652,09:00:B1:06:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:74:24:43:00:00:00:00:00,09:00:B1:06:00:00:58:1B:1A:63:05:00:74:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:74:24:43:00:00:00:00:00:09:00:B1:06:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:B1:06:00:00:58:1B:1A:63:05:00:74:24:43:00:00:00:00:00,05:00:74:24:43:00:00:00:00:00:09:00:B1:06:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:74:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:B1:06:00:00:58:1B:1A:63
1662655320,4400049,10714288,0,fs1,fs1-ffff809f5e94e000,0,0,60956498639,1.3372E+11,0,0,965,29465,29465,142,84309,12575,124752,1957,308,84,4803,0,35218,0,0,66,74,37,0,955,17,16492,2304,0,6881,5202,0,0,1838586,09:00:30:07:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:B1:23:43:00:00:00:00:00,09:00:30:07:00:00:58:1B:1A:63:05:00:B1:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:B1:23:43:00:00:00:00:00:09:00:30:07:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:30:07:00:00:58:1B:1A:63:05:00:B1:23:43:00:00:00:00:00,05:00:B1:23:43:00:00:00:00:00:09:00:30:07:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:B1:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:30:07:00:00:58:1B:1A:63
1662655320,4400245,10714288,0,fs1,fs1-ffff809f58414800,0,0,59720934378,1.94836E+11,0,0,386,58263,58263,84,9064,2553,84881,686,132,49,1949,0,80413,0,0,39,40,12,0,452,7,53527,1240,0,19689,16241,0,0,1383711,09:00:3E:07:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:75:24:43:00:00:00:00:00,09:00:3E:07:00:00:58:1B:1A:63:05:00:75:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:75:24:43:00:00:00:00:00:09:00:3E:07:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:3E:07:00:00:58:1B:1A:63:05:00:75:24:43:00:00:00:00:00,05:00:75:24:43:00:00:00:00:00:09:00:3E:07:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:75:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:3E:07:00:00:58:1B:1A:63
1662655320,4400238,10714288,0,fs1,fs1-ffff809f52097000,0,0,2.25283E+11,2.88201E+11,0,0,65840,884467,884467,34232,8517324,19517,22717474,12482,3338,433,62038,0,1345022,0,0,6522,180,1237,51,54662,1897,16399,114242,0,28877,15656,0,0,13633235,09:00:4A:07:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:6E:24:43:00:00:00:00:00,09:00:4A:07:00:00:58:1B:1A:63:05:00:6E:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:6E:24:43:00:00:00:00:00:09:00:4A:07:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:4A:07:00:00:58:1B:1A:63:05:00:6E:24:43:00:00:00:00:00,05:00:6E:24:43:00:00:00:00:00:09:00:4A:07:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:6E:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:4A:07:00:00:58:1B:1A:63
1662655320,4400241,10714288,0,fs1,fs1-ffff809ee6d80000,0,0,73881041953,1.41243E+11,0,0,5929,35753,35753,100,45487,9254,325969,702,228,59,2845,0,40588,0,0,43,92,29,0,1185,14,16772,2428,0,5510,3831,0,0,503847,09:00:61:07:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:71:24:43:00:00:00:00:00,09:00:61:07:00:00:58:1B:1A:63:05:00:71:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:71:24:43:00:00:00:00:00:09:00:61:07:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:61:07:00:00:58:1B:1A:63:05:00:71:24:43:00:00:00:00:00,05:00:71:24:43:00:00:00:00:00:09:00:61:07:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:71:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:61:07:00:00:58:1B:1A:63
1662655320,4400027,10714288,0,fs1,fs1-ffff809eca9a2000,0,0,73005917717,1.05823E+11,0,0,43591,152201,152201,2800,2032468,265005,5466181,20981,1784,2214,26790,0,154447,0,0,695,285,673,0,11473,265,14075,21964,0,39878,36181,0,0,2165342,09:00:77:07:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:9B:23:43:00:00:00:00:00,09:00:77:07:00:00:58:1B:1A:63:05:00:9B:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:9B:23:43:00:00:00:00:00:09:00:77:07:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:77:07:00:00:58:1B:1A:63:05:00:9B:23:43:00:00:00:00:00,05:00:9B:23:43:00:00:00:00:00:09:00:77:07:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:9B:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:77:07:00:00:58:1B:1A:63
1662655320,4400048,10714288,0,fs1,fs1-ffff809ee7529000,0,0,59282195044,1.26445E+11,0,0,953,26956,26956,170,81799,10694,108755,2745,336,78,4098,0,35044,0,0,61,70,91,0,948,16,15897,2347,0,5687,4006,0,0,1831336,09:00:D6:07:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:B0:23:43:00:00:00:00:00,09:00:D6:07:00:00:58:1B:1A:63:05:00:B0:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:B0:23:43:00:00:00:00:00:09:00:D6:07:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:D6:07:00:00:58:1B:1A:63:05:00:B0:23:43:00:00:00:00:00,05:00:B0:23:43:00:00:00:00:00:09:00:D6:07:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:D6:07:00:00:58:1B:1A:63
1662655320,4400239,10714288,0,fs1,fs1-ffff809f5deb8800,0,0,1.05084E+11,2.53264E+11,0,0,369,60131,60131,114,72654,10746,150641,699,106,8,2419,0,83259,0,0,40,28,27,0,542,3,53734,1301,0,21116,17400,0,0,1428915,09:00:37:08:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:6F:24:43:00:00:00:00:00,09:00:37:08:00:00:58:1B:1A:63:05:00:6F:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:6F:24:43:00:00:00:00:00:09:00:37:08:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:37:08:00:00:58:1B:1A:63:05:00:6F:24:43:00:00:00:00:00,05:00:6F:24:43:00:00:00:00:00:09:00:37:08:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:6F:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:37:08:00:00:58:1B:1A:63
1662655320,4400051,10714288,0,fs1,fs1-ffff809ee3aa3800,0,0,2.22465E+11,9.63251E+11,0,0,19047,177911,177911,7134,2784673,68094,6041890,19746,1242,376,14207,0,187213,0,0,1296,200,575,0,20496,555,50496,40212,78,20561,14524,81,0,2206365,09:00:38:08:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:B3:23:43:00:00:00:00:00,09:00:38:08:00:00:58:1B:1A:63:05:00:B3:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:B3:23:43:00:00:00:00:00:09:00:38:08:00:00:58:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:38:08:00:00:58:1B:1A:63:05:00:B3:23:43:00:00:00:00:00,05:00:B3:23:43:00:00:00:00:00:09:00:38:08:00:00:58:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:B3:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:38:08:00:00:58:1B:1A:63
1662655321,4400048,10714288,0,fs1,fs1-ffff809ee7529000,0,0,59282195044,1.26445E+11,0,0,953,26956,26956,170,81799,10694,108755,2745,336,78,4098,0,35044,0,0,61,70,91,0,948,16,15897,2347,0,5687,4006,0,0,1831336,09:00:D4:04:00:00:59:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:B0:23:43:00:00:00:00:00,09:00:D4:04:00:00:59:1B:1A:63:05:00:B0:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:B0:23:43:00:00:00:00:00:09:00:D4:04:00:00:59:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:D4:04:00:00:59:1B:1A:63:05:00:B0:23:43:00:00:00:00:00,05:00:B0:23:43:00:00:00:00:00:09:00:D4:04:00:00:59:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:D4:04:00:00:59:1B:1A:63
1662655321,4400051,10714288,0,fs1,fs1-ffff809ee3aa3800,0,0,2.22465E+11,9.63251E+11,0,0,19047,177911,177911,7134,2784673,68094,6041890,19746,1242,376,14207,0,187213,0,0,1296,200,575,0,20496,555,50496,40212,78,20561,14524,81,0,2206365,09:00:45:05:00:00:59:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:B3:23:43:00:00:00:00:00,09:00:45:05:00:00:59:1B:1A:63:05:00:B3:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:B3:23:43:00:00:00:00:00:09:00:45:05:00:00:59:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:45:05:00:00:59:1B:1A:63:05:00:B3:23:43:00:00:00:00:00,05:00:B3:23:43:00:00:00:00:00:09:00:45:05:00:00:59:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:B3:23:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:45:05:00:00:59:1B:1A:63
1662655321,4400239,10714288,0,fs1,fs1-ffff809f5deb8800,0,0,1.05084E+11,2.53264E+11,0,0,369,60131,60131,114,72654,10746,150641,699,106,8,2419,0,83259,0,0,40,28,27,0,542,3,53734,1301,0,21116,17400,0,0,1428915,09:00:4D:05:00:00:59:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00:05:00:6F:24:43:00:00:00:00:00,09:00:4D:05:00:00:59:1B:1A:63:05:00:6F:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00,05:00:B0:7C:A3:00:00:00:00:00:05:00:6F:24:43:00:00:00:00:00:09:00:4D:05:00:00:59:1B:1A:63,05:00:B0:7C:A3:00:00:00:00:00:09:00:4D:05:00:00:59:1B:1A:63:05:00:6F:24:43:00:00:00:00:00,05:00:6F:24:43:00:00:00:00:00:09:00:4D:05:00:00:59:1B:1A:63:05:00:B0:7C:A3:00:00:00:00:00,05:00:6F:24:43:00:00:00:00:00:05:00:B0:7C:A3:00:00:00:00:00:09:00:4D:05:00:00:59:1B:1A:63
